Image,Word,Writer
c06-076-02-07.png,budgerigar,c06-076-02
199410.png,budgerigar,
140285.png,budget,
a03-080-08-07.png,budget,a03-080-08
167626.png,budgetary,
167624.png,budgetary,
206595.png,build,
144757.png,build,
184569.png,building,
179333.png,building,
84054.png,built,
189541.png,built,
98953.png,bulk,
a02-098-06-09.png,bulk,a02-098-06
189618.png,bulky,
189617.png,bulky,
90179.png,bulletins,
90183.png,bulletins,
156836.png,bullying,
156834.png,bullying,
145339.png,bumps,
145342.png,bumps,
43843.png,bundle,
43839.png,bundle,
185781.png,burden,
144179.png,burden,
95662.png,burdens,
95663.png,burdens,
157426.png,bureau,
157428.png,bureau,
175144.png,burning,
175148.png,burning,
c04-000-01-02.png,burst,c04-000-01
177253.png,burst,
r06-053-02-05.png,bush,r06-053-02
91982.png,bush,
133364.png,business,
44746.png,business,
145371.png,bustling,
145369.png,bustling,
185515.png,busy,
104805.png,busy,
202391.png,but,
75836.png,but,
146533.png,butt,
146530.png,butt,
185364.png,button,
e01-086-02-05.png,button,e01-086-02
107043.png,buy,
107042.png,buy,
102329.png,buying,
193926.png,buying,
151425.png,by,
57201.png,by,
197520.png,cabinet,
197522.png,cabinet,
194036.png,cable,
194038.png,cable,
a01-077-02-04.png,cables,a01-077-02
a01-077u-02-02.png,cables,a01-077u-02
99136.png,call,
173803.png,call,
199150.png,called,
54879.png,called,
82086.png,calls,
82084.png,calls,
148420.png,cally,
148422.png,cally,
125252.png,calm,
125250.png,calm,
145513.png,calorie,
145512.png,calorie,
174544.png,came,
174546.png,came,
69281.png,campaign,
128764.png,campaign,
b04-140-06-01.png,campaigns,b04-140-06
138962.png,campaigns,
55611.png,can,
159701.png,can,
95083.png,canals,
141676.png,canals,
157501.png,canard,
157500.png,canard,
179603.png,cancelled,
a02-111-07-02.png,cancelled,a02-111-07
a06-147-05-11.png,cancerous,a06-147-05
201075.png,cancerous,
f03-191-04-00.png,candidate,f03-191-04
105841.png,candidate,
193945.png,candles,
193947.png,candles,
115914.png,cannot,
179449.png,cannot,
118704.png,canon,
118708.png,canon,
154624.png,canteen,
154626.png,canteen,
e04-000-03-00.png,capable,e04-000-03
61446.png,capable,
92917.png,capacity,
92916.png,capacity,
101733.png,capital,
101732.png,capital,
a03-080-05-01.png,capsule,a03-080-05
115853.png,capsule,
196971.png,captain,
196969.png,captain,
b06-004-03-01.png,captured,b06-004-03
93904.png,captured,
206493.png,car,
n02-146-06-02.png,car,n02-146-06
42518.png,cardboard,
c04-008-03-01.png,cardboard,c04-008-03
e04-008-01-06.png,care,e04-008-01
81631.png,care,
c04-004-05-00.png,career,c04-004-05
119484.png,career,
73367.png,careful,
38490.png,careful,
152322.png,carefully,
152323.png,carefully,
183222.png,caricature,
183223.png,caricature,
125384.png,carnival,
61810.png,carnival,
73839.png,carriage,
73843.png,carriage,
59239.png,carried,
199384.png,carried,
51620.png,carrot,
c04-004-07-00.png,carrot,c04-004-07
107946.png,carry,
e04-043-05-06.png,carry,e04-043-05
a06-039-07-00.png,carrying,a06-039-07
50726.png,carrying,
159922.png,cars,
159919.png,cars,
e02-025-04-01.png,case,e02-025-04
171819.png,case,
a02-082-00-02.png,cases,a02-082-00
51477.png,cases,
89791.png,cash,
164884.png,cash,
57748.png,cast,
53622.png,cast,
43562.png,catastrophe,
43560.png,catastrophe,
198946.png,catch,
144050.png,catch,
81271.png,category,
81269.png,category,
99803.png,cattle,
99799.png,cattle,
r03-026-02-05.png,caught,r03-026-02
116962.png,caught,
85786.png,cauliflowers,
85787.png,cauliflowers,
149914.png,cause,
43123.png,cause,
104065.png,caused,
b04-116-03-00.png,caused,b04-116-03
139482.png,causes,
a06-134-03-03.png,causes,a06-134-03
54244.png,causing,
153144.png,causing,
206099.png,cease,
115254.png,cease,
191566.png,ceasefire,
191565.png,ceasefire,
62858.png,ceiling,
a01-113u-06-07.png,ceiling,a01-113u-06
123415.png,ceived,
123418.png,ceived,
117298.png,celery,
e07-098-06-00.png,celery,e07-098-06
a01-091u-02-05.png,censure,a01-091u-02
95629.png,censure,
198608.png,censured,
198605.png,censured,
h04-025-05-10.png,cent,h04-025-05
181764.png,cent,
90595.png,centage,
b06-100-07-00.png,centage,b06-100-07
195048.png,centigrade,
72347.png,centigrade,
129174.png,central,
202841.png,central,
89522.png,centre,
a06-152-07-05.png,centre,a06-152-07
133715.png,century,
186472.png,century,
130167.png,ceramic,
130166.png,ceramic,
157976.png,ceremonial,
157978.png,ceremonial,
104703.png,ceremony,
104699.png,ceremony,
88134.png,certain,
b03-109-05-09.png,certain,b03-109-05
129751.png,certainly,
34805.png,certainly,
164337.png,certificate,
164338.png,certificate,
90493.png,chain,
90491.png,chain,
112520.png,chair,
117241.png,chair,
87418.png,chairbacks,
87414.png,chairbacks,
99518.png,chairman,
99517.png,chairman,
138803.png,challenge,
142253.png,challenge,
36204.png,challenger,
36208.png,challenger,
154887.png,chamber,
122049.png,chamber,
104298.png,champagne,
104294.png,champagne,
94097.png,champion,
88724.png,champion,
53430.png,chance,
144428.png,chance,
49640.png,chancery,
49642.png,chancery,
102909.png,chances,
102911.png,chances,
b03-104-09-02.png,change,b03-104-09
105749.png,change,
178455.png,changed,
178456.png,changed,
166609.png,changes,
201767.png,changes,
205434.png,changing,
a04-047-06-06.png,changing,a04-047-06
b04-121-03-04.png,chaos,b04-121-03
64110.png,chaos,
105715.png,chap,
202820.png,chap,
c06-087-05-02.png,chaperon,c06-087-05
187260.png,chaperon,
99211.png,chapter,
79201.png,chapter,
143507.png,character,
80921.png,character,
53137.png,characterisation,
53138.png,characterisation,
107584.png,characters,
206564.png,characters,
b04-162-04-08.png,charge,b04-162-04
163366.png,charge,
175674.png,charged,
175678.png,charged,
a01-113u-07-05.png,charges,a01-113u-07
195784.png,charges,
185946.png,charming,
72358.png,charming,
111799.png,charts,
111803.png,charts,
86150.png,chase,
86153.png,chase,
93559.png,chat,
93560.png,chat,
129882.png,chatty,
129883.png,chatty,
92973.png,cheap,
121451.png,cheap,
157174.png,cheaper,
b01-038-08-08.png,cheaper,b01-038-08
140074.png,cheapness,
99369.png,cheapness,
77345.png,cheat,
77347.png,cheat,
124103.png,cheating,
124100.png,cheating,
163346.png,check,
84101.png,check,
149745.png,cheer,
149748.png,cheer,
54239.png,cheered,
122292.png,cheered,
171970.png,cheering,
a04-035-07-05.png,cheering,a04-035-07
81218.png,chemical,
f01-070-05-01.png,chemical,f01-070-05
199710.png,chemists,
f04-024-04-03.png,chemists,f04-024-04
164163.png,chias,
164160.png,chias,
b06-071-02-01.png,chicanery,b06-071-02
163881.png,chicanery,
166135.png,chief,
41442.png,chief,
117503.png,chiefly,
a01-096u-04-07.png,chiefly,a01-096u-04
a05-022-05-06.png,chiefs,a05-022-05
168779.png,chiefs,
132329.png,child,
e04-030-06-04.png,child,e04-030-06
h04-000-08-02.png,childless,h04-000-08
196335.png,childless,
144119.png,children,
r06-137-03-04.png,children,r06-137-03
43464.png,chilling,
43466.png,chilling,
160585.png,chilly,
160584.png,chilly,
162778.png,chimpanzees,
c04-044-07-06.png,chimpanzees,c04-044-07
139725.png,chinchilla,
139727.png,chinchilla,
e04-103-06-08.png,chine,e04-103-06
121074.png,chine,
45261.png,chines,
82377.png,chines,
b04-121-02-07.png,choice,b04-121-02
e04-019-01-07.png,choice,e04-019-01
70442.png,choir,
70439.png,choir,
205242.png,choose,
205240.png,choose,
e07-083-07-06.png,chore,e07-083-07
119372.png,chore,
90241.png,chose,
90239.png,chose,
146615.png,chosen,
137685.png,chosen,
94866.png,chronicle,
94865.png,chronicle,
42849.png,chrysanthemums,
42853.png,chrysanthemums,
153204.png,church,
135911.png,church,
205496.png,churchwardens,
205495.png,churchwardens,
108689.png,churchyard,
191929.png,churchyard,
c03-094c-07-00.png,ciency,c03-094c-07
53118.png,ciency,
80081.png,cigarette,
r03-050-02-02.png,cigarette,r03-050-02
r03-056-02-00.png,cigarettes,r03-056-02
140475.png,cigarettes,
130552.png,cinema,
58939.png,cinema,
86423.png,cinematic,
154414.png,cinematic,
116607.png,circles,
116604.png,circles,
88163.png,circulation,
88162.png,circulation,
88613.png,circumstances,
88612.png,circumstances,
118520.png,cited,
118523.png,cited,
169675.png,cities,
g06-047i-04-04.png,cities,g06-047i-04
180563.png,citizen,
180560.png,citizen,
65557.png,citizens,
191511.png,citizens,
112055.png,city,
125853.png,city,
159438.png,civil,
42829.png,civil,
63272.png,claim,
116275.png,claim,
39618.png,claimed,
a03-023-07-03.png,claimed,a03-023-07
89095.png,claiming,
89097.png,claiming,
51567.png,claims,
51565.png,claims,
129577.png,clamour,
129575.png,clamour,
131588.png,clamp,
131584.png,clamp,
122317.png,clapping,
122315.png,clapping,
72433.png,clarification,
72430.png,clarification,
80142.png,clash,
80140.png,clash,
r02-038-03-02.png,clasp,r02-038-03
194077.png,clasp,
175319.png,class,
175321.png,class,
112413.png,classes,
c01-066-08-00.png,classes,c01-066-08
106563.png,clay,
38000.png,clay,
102810.png,clean,
141476.png,clean,
197062.png,cleaned,
197063.png,cleaned,
52174.png,cleaning,
e04-011-06-02.png,cleaning,e04-011-06
100431.png,clear,
150449.png,clear,
188004.png,clearance,
188005.png,clearance,
114753.png,cleared,
114752.png,cleared,
117444.png,clearer,
149586.png,clearer,
148719.png,clearing,
148720.png,clearing,
64888.png,clearly,
123718.png,clearly,
160195.png,clerk,
160198.png,clerk,
151341.png,clever,
g04-081-02-08.png,clever,g04-081-02
r02-060-06-03.png,click,r02-060-06
125878.png,click,
176206.png,cliff,
176205.png,cliff,
74378.png,climax,
74375.png,climax,
36041.png,climb,
r02-127-03-00.png,climb,r02-127-03
160881.png,climbed,
r02-078-00-01.png,climbed,r02-078-00
168895.png,clings,
168896.png,clings,
b06-004-06-02.png,cloak,b06-004-06
165562.png,cloak,
155105.png,clock,
155108.png,clock,
e01-119-04-06.png,close,e01-119-04
147546.png,close,
r02-065-00-01.png,closed,r02-065-00
63842.png,closed,
43837.png,clothed,
43835.png,clothed,
198018.png,club,
63712.png,club,
154287.png,clubbed,
154284.png,clubbed,
177671.png,clue,
f04-007-06-05.png,clue,f04-007-06
40115.png,clumsily,
90807.png,clumsily,
154913.png,cluster,
154912.png,cluster,
86329.png,coach,
86332.png,coach,
107953.png,coached,
a03-050-07-05.png,coached,a03-050-07
88179.png,coat,
88180.png,coat,
116862.png,coats,
98599.png,coats,
91953.png,cocoon,
91951.png,cocoon,
42868.png,cog,
42866.png,cog,
72400.png,coinage,
72403.png,coinage,
129530.png,cold,
83615.png,cold,
60135.png,collapse,
142955.png,collapse,
178754.png,collar,
178756.png,collar,
129352.png,collected,
129351.png,collected,
174684.png,collective,
b06-082-05-06.png,collective,b06-082-05
203073.png,collector,
203071.png,collector,
b06-100-01-04.png,college,b06-100-01
139468.png,college,
99744.png,colossal,
99748.png,colossal,
b04-026-01-06.png,colour,b04-026-01
171323.png,colour,
167918.png,coloured,
199230.png,coloured,
74353.png,colouring,
74352.png,colouring,
187301.png,colours,
187300.png,colours,
103917.png,combination,
b04-187-04-00.png,combination,b04-187-04
64481.png,combine,
67863.png,combine,
103219.png,combined,
169861.png,combined,
175168.png,come,
148905.png,come,
c04-035-06-03.png,comedy,c04-035-06
80385.png,comedy,
80523.png,comes,
79230.png,comes,
58027.png,comfort,
58024.png,comfort,
a01-113u-04-08.png,comfortable,a01-113u-04
146424.png,comfortable,
206515.png,comforter,
80014.png,comforter,
60591.png,comic,
60590.png,comic,
196879.png,comically,
106861.png,comically,
50497.png,comics,
50496.png,comics,
f04-011-07-06.png,coming,f04-011-07
g04-007-02-00.png,coming,g04-007-02
198051.png,command,
168302.png,command,
201182.png,commanding,
201179.png,commanding,
148506.png,comment,
148505.png,comment,
192393.png,commentator,
192390.png,commentator,
194432.png,commented,
a01-122u-03-01.png,commented,a01-122u-03
57011.png,comments,
57013.png,comments,
112919.png,commercial,
b04-026-06-00.png,commercial,b04-026-06
r03-110-04-08.png,commissioned,r03-110-04
199761.png,commissioned,
64429.png,commit,
64431.png,commit,
205874.png,commitments,
205878.png,commitments,
126952.png,committed,
126949.png,committed,
80495.png,committee,
a01-053u-07-06.png,committee,a01-053u-07
a03-059-06-00.png,committees,a03-059-06
126888.png,committees,
172102.png,commodities,
h04-021-07-02.png,commodities,h04-021-07
169918.png,common,
h05-012-05-00.png,common,h05-012-05
87388.png,commotion,
87386.png,commotion,
133077.png,communique,
133076.png,communique,
160060.png,companies,
160061.png,companies,
79502.png,companionship,
79500.png,companionship,
101739.png,company,
175812.png,company,
132721.png,comparable,
132723.png,comparable,
175623.png,comparative,
175622.png,comparative,
67767.png,compared,
67768.png,compared,
127923.png,compares,
127922.png,compares,
114828.png,comparison,
114827.png,comparison,
129194.png,compartment,
f04-007-05-04.png,compartment,f04-007-05
142658.png,compatriots,
142654.png,compatriots,
183444.png,compelled,
183446.png,compelled,
170258.png,competition,
170257.png,competition,
63206.png,compiled,
f02-000-04-00.png,compiled,f02-000-04
152960.png,complaining,
152961.png,complaining,
61878.png,complaints,
61874.png,complaints,
59569.png,complete,
144031.png,complete,
157645.png,completely,
157646.png,completely,
81812.png,complexities,
81813.png,complexities,
101552.png,complexity,
101550.png,complexity,
113752.png,complicates,
e02-000-07-00.png,complicates,e02-000-07
181805.png,composed,
181807.png,composed,
46624.png,composer,
46628.png,composer,
179594.png,composition,
179597.png,composition,
102890.png,compost,
102892.png,compost,
182575.png,composts,
182578.png,composts,
56830.png,compound,
56829.png,compound,
f01-075-05-05.png,compounds,f01-075-05
201055.png,compounds,
59122.png,comprehensive,
157439.png,comprehensive,
111608.png,compressed,
111605.png,compressed,
a02-027-03-02.png,compulsory,a02-027-03
168893.png,compulsory,
68513.png,conceive,
68509.png,conceive,
60766.png,conceived,
60767.png,conceived,
a03-030-04-02.png,concentrate,a03-030-04
54121.png,concentrate,
192279.png,concentrated,
202396.png,concentrated,
a04-081-05-03.png,concentration,a04-081-05
124616.png,concentration,
b05-079-00-01.png,concept,b05-079-00
40079.png,concept,
147117.png,conception,
132610.png,conception,
91365.png,concern,
134224.png,concern,
187522.png,concerned,
49521.png,concerned,
g04-032-02-02.png,concert,g04-032-02
79759.png,concert,
101307.png,concessions,
101304.png,concessions,
196513.png,conciliators,
196511.png,conciliators,
a06-044-03-00.png,concluded,a06-044-03
79690.png,concluded,
76892.png,conclusion,
76890.png,conclusion,
46441.png,concrete,
57962.png,concrete,
154697.png,condemn,
a05-113-06-04.png,condemn,a05-113-06
43338.png,condemnation,
43335.png,condemnation,
a05-121-02-01.png,condemned,a05-121-02
97044.png,condemned,
150624.png,condition,
155027.png,condition,
53945.png,conditions,
114326.png,conditions,
70160.png,conduct,
136172.png,conduct,
b06-045-05-04.png,conducted,b06-045-05
45564.png,conducted,
g04-026-03-11.png,conductor,g04-026-03
152595.png,conductor,
121364.png,conference,
67038.png,conference,
153054.png,conferences,
153057.png,conferences,
178520.png,confident,
a05-017-02-02.png,confident,a05-017-02
186107.png,confined,
186108.png,confined,
f04-011-03-06.png,confirmed,f04-011-03
75036.png,confirmed,
f01-085-00-04.png,conflicting,f01-085-00
112272.png,conflicting,
85545.png,confused,
85546.png,confused,
203809.png,confusion,
43691.png,confusion,
86667.png,congenial,
86665.png,congenial,
c06-000-03-06.png,congregation,c06-000-03
193000.png,congregation,
134799.png,congress,
a04-047-00-03.png,congress,a04-047-00
145283.png,connection,
148248.png,connection,
144018.png,connivance,
b06-004-04-04.png,connivance,b06-004-04
b05-083-00-03.png,conquered,b05-083-00
159337.png,conquered,
115596.png,conscience,
115595.png,conscience,
178973.png,conscious,
118744.png,conscious,
67641.png,consequences,
67639.png,consequences,
e01-035-05-04.png,consequently,e01-035-05
74704.png,consequently,
a04-081-01-03.png,consider,a04-081-01
104617.png,consider,
123625.png,considerable,
143016.png,considerable,
164976.png,consideration,
164975.png,consideration,
173232.png,considered,
59990.png,considered,
a03-014-07-03.png,considering,a03-014-07
194721.png,considering,
123288.png,consisted,
123286.png,consisted,
b06-049-06-06.png,consistent,b06-049-06
183259.png,consistent,
87769.png,consisting,
87771.png,consisting,
40022.png,consists,
40020.png,consists,
203999.png,conspicuous,
204003.png,conspicuous,
136860.png,constables,
a02-124-01-05.png,constables,a02-124-01
37931.png,constantly,
56507.png,constantly,
55693.png,constituencies,
a03-027-05-04.png,constituencies,a03-027-05
a03-071-05-03.png,constitute,a03-071-05
148412.png,constitute,
93097.png,constituting,
h04-021-07-03.png,constituting,h04-021-07
185531.png,construction,
185530.png,construction,
167242.png,consult,
141417.png,consult,
92120.png,consultations,
92122.png,consultations,
183868.png,consultative,
183867.png,consultative,
54183.png,consulted,
g06-047l-06-02.png,consulted,g06-047l-06
e07-012-04-02.png,consumed,e07-012-04
184022.png,consumed,
116908.png,contact,
163695.png,contact,
76694.png,contain,
76696.png,contain,
44470.png,contained,
44471.png,contained,
197308.png,container,
197306.png,container,
58537.png,containers,
58534.png,containers,
106251.png,contains,
106252.png,contains,
114816.png,contemplate,
114817.png,contemplate,
155032.png,contemplated,
155030.png,contemplated,
79508.png,contemporary,
135531.png,contemporary,
b04-169-01-00.png,contempt,b04-169-01
133502.png,contempt,
97145.png,content,
144360.png,content,
71220.png,contents,
71222.png,contents,
66995.png,contest,
66997.png,contest,
148671.png,contests,
148673.png,contests,
95970.png,context,
95972.png,context,
182614.png,contingency,
182617.png,contingency,
136923.png,continually,
k04-022-02-10.png,continually,k04-022-02
176009.png,continue,
f01-075-09-01.png,continue,f01-075-09
110778.png,continued,
110776.png,continued,
b05-058-01-01.png,continues,b05-058-01
186092.png,continues,
186652.png,continuing,
186650.png,continuing,
